# What the reference Basis transcoder produces, one line per image.
#
# Baked by tools/basis-cpp-oracle, which vendors the reference at the
# revision draco-texture was ported from and builds it in the profile a
# browser gets. Checked by crates/draco-texture/tests/ktx2_goldens.rs,
# which needs neither that compiler nor a browser.
#
# fixture	level	target	bytes	sha256
2d_uastc.ktx2	3	etc1	2048	343fe1764605416ce6a38aa692af13552658146a33564b0e91ec405d90cbb474
2d_uastc.ktx2	3	etc2	4096	acb794957fe68e74760a234ef736dd9bd4240bc39989147c65193f920b64c21a
2d_uastc.ktx2	3	astc	4096	c8dddb760072bad98deb179a6fc17eae351e5d9bc94491e742ef82d9359e07f9
2d_uastc.ktx2	4	rgba8	4096	f4c42402eb72a0346fd80fccbb576ea7fd74dee27b1a259ef936028d74088d06
2d_uastc.ktx2	4	bc7	1024	aea6780acc0e2f185aa598a1cb9b6140f0e32fa9d561e18dbf56aed854f3cca1
2d_uastc.ktx2	4	etc1	512	80aeaf6401d334e09fe7a8c28e89f9b9c68495a17b8bfeb83f3ed20a71c25d2a
2d_uastc.ktx2	4	etc2	1024	6b9d02528da446d8a4aeaf384234f1b448d993b0019b41788ee1c880e4a6fe2b
2d_uastc.ktx2	4	astc	1024	82bae48ffc0756c3c9c8d746d0450fd1da27333ef941abdbb35fdca5aa23537d
2d_uastc.ktx2	5	rgba8	1024	6d0ca0e39b4c9c97a19a206e6fee7fe3088472fd49da5eb804378d7f5e70bace
2d_uastc.ktx2	5	bc7	256	1b5b07e15fa051bff8df02ac6ac0f3a9c28ccdf89a6f03e0bbcb94e20e66fc16
2d_uastc.ktx2	5	etc1	128	9085b09c4464ece8600411726a28dcbb10ff0994057ff0eb4afdad56f03d513c
2d_uastc.ktx2	5	etc2	256	bad9e306aae5c868b6e1c5949f07d1217f4c34a1b44e93e21a2c148bc5c1cc76
2d_uastc.ktx2	5	astc	256	67666ce5bc745ee1fd09ccdb33d204a4252db19d1b1229654956cb1052b56614
2d_uastc.ktx2	6	rgba8	256	9882a448e2fde7781e45a2a76983fe08b30c4f823fb43800026456131a7627e5
2d_uastc.ktx2	6	bc7	64	5347414da1fb92b86c5ac25b5f191d97a0a6400c696822c1b5e9d0d81a94f96a
2d_uastc.ktx2	6	etc1	32	1430d9058a8587d3712c9ece2d65c1716afaaa6b699c4c7eb67c0b842df284c1
2d_uastc.ktx2	6	etc2	64	e82834bd9f27e61cee36954e2dd1b6f066c3081af2f1b941d7a8474933decd59
2d_uastc.ktx2	6	astc	64	f803e0384ac0d6ab4f8dd2e37819be83dbfbd61fe5a803bf1cd7cf9f8fdf121d
2d_uastc.ktx2	7	rgba8	64	5a408a0bf60784612375ef96abb4e292bb1f46068189a39ef75aedf6ffb88cc3
2d_uastc.ktx2	7	bc7	16	0a545b8308a6df30b801db69e114e340d407defda6b9a189df7de70168addcc2
2d_uastc.ktx2	7	etc1	8	3e540e70474bde6bccc5fd7e892bb0d4f92c4e906c7210932beb04f40c3050ff
2d_uastc.ktx2	7	etc2	16	03d63976249b5069d6ce482d779c7a475bab129e5f12968339b2ef3c7c5e9684
2d_uastc.ktx2	7	astc	16	235fba49dc63b042a0134a8a2aa017faa6737fe63132eb0b3389b0bbc267ff4f
2d_uastc.ktx2	8	rgba8	16	6f0d791b092cae3f8b3b563a11b6de9d94980f3ba61bb662c030609991f7f13c
2d_uastc.ktx2	8	bc7	16	ba3be98430905ad72c1b55ccac6226584c87f80dd334cdaf18df22ff64a876ef
2d_uastc.ktx2	8	etc1	8	948f3f1d9580559929bdf72289e3ec4201bf8ed918ade41b5007a25f91873c08
2d_uastc.ktx2	8	etc2	16	1aa1dc700ae81ba02189110cf214743250af35ac65bf12a862a50cb070aec765
2d_uastc.ktx2	8	astc	16	2f422f0d0419f0291ddad03a397b64b1d94d5acd3af7dae07c8654e8479878b2
2d_uastc.ktx2	9	rgba8	4	da643b34303354fed289245fb6c48ef5d1dcc3548a4872b47eae11d93a9e4689
2d_uastc.ktx2	9	bc7	16	d01224bcada47b67ea96c3ad6495a3b6f372670c57ca36e85d901f2a905093ab
2d_uastc.ktx2	9	etc1	8	4cce995b844b017de8a7905e779d917d04f310e60957ea374142ccfe44ce746c
2d_uastc.ktx2	9	etc2	16	72fa865307c0f4da9833ef02521e432ab0a99a3183b9d452df4ed646dad868d1
2d_uastc.ktx2	9	astc	16	524cca439ca7d87878e1857677814e856609670f5094da0412e48f18757a623c
sample_uastc_zstd.ktx2	0	rgba8	5568000	efac4d6bf8c5acb1597e3e6a48403b46c21f12d4a59d9e03da7e124aae637390
sample_uastc_zstd.ktx2	0	bc7	1392000	6e3676bf2edeb7552026877d554992c9d071fa6d46973ec1d205f6ecde1a8a93
sample_uastc_zstd.ktx2	0	etc1	696000	a1289bd9d58ff3f74a4b8421f74bd21b1319f4f93c022507aa767c743649cc4b
sample_uastc_zstd.ktx2	0	etc2	1392000	62211ecf438741e923b7ccb31d5ce7aff03eb63959c8587ce0cf10771024e2cb
sample_uastc_zstd.ktx2	0	astc	1392000	fb402e5222bcf7084cf52b187630b8c4bc4f239382293f2485723cbf579ebaf1
